fingerprint_version,viewer_key,catalog_generation,grade_code,title_core,viewer_page,source_image_index,source_sha256,source_byte_size,sha_verified,ocr_psm_modes,bibliographic_evidence_detected,isbn_candidates,year_candidates,school_cycle_candidates,edition_candidates,reprint_candidates,bibliographic_lines
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,11,11,43a625d0937f670888ac90c75aeb2633c187d5dad4b4d99114a20fbd25caa27f,257881,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,12,12,706d45f58cd8a83a24c4ad337588beea858fe50c43b03110e24974569738b940,349254,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,1,0,fc801e6b0b919840a1b5a67a8bfbb672f2af4b79691b21aec2f53eb8327faae3,49788,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,2,2,e72a9b3a148476cd25c8a3de9c35c0a1c2e23d97b95524f6a1a23fe9af0153cf,29546,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,3,3,63a34e01c7251b78a57d35378cd0f380901eaeb00d66433e5e0cb02779d57682,35620,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,4,4,e8e7cc5a6093ec6054d0f2415997d32457c4dcec4dc48f587bfa8e1552afdc38,54789,1,6;3;4;11;12,1,978-607-469-108-5,1962;2008;2009;2010,,first_edition:2008;second_edition:2009,,"psm6: dela Subsecretaria de Educación Básica, Secretaría de Educación Pública || psm6: Subsecretaría de Educación Básica || psm6: Adriana Corona Vargas Mustración || psm6: Instituto de Investigaciones Filológicas, Heriberto Rodriguez || psm6: Primera edición, 2008 || psm6: ¡Segunda edición, 2009'cilo escolar 2009-2010 || psm6: D.R. € secretaría de Educación Pública, 2008 || psm6: ISBN 978-607-469-108-5 || psm3: dela Subsecretaria de Educación Básica, Secretaría de Educación Pública || psm3: Subsecretaría de Educación Básica || psm3: Adriana Corona Vargas Mustración || psm3: Instituto de Investigaciones Filológicas, Heriberto Rodriguez || psm3: Primera edición, 2008 || psm3: ¡Segunda edición, 2009'cilo escolar 2009-2010 || psm3: D.R. € secretaría de Educación Pública, 2008 || psm3: ISBN 978-607-469-108-5 || psm4: dela Subsecretaria de Educación Básica, Secretaría de Educación Pública || psm4: Subsecretaría de Educación Básica || psm4: Adriana Corona Vargas Mustración || psm4: Instituto de Investigaciones Filológicas, Heriberto Rodriguez || psm4: Primera edición, 2008 || psm4: ¡Segunda edición, 2009'cilo escolar 2009-2010 || psm4: D.R. € secretaría de Educación Pública, 2008 || psm4: ISBN 978-607-469-108-5 || psm11: dela Subsecretaria de Educación Básica, Secretaría de Educación Pública || psm11: Subsecretaría de Educación Básica || psm11: Adriana Corona Vargas || psm11: Heriberto Rodriguez || psm11: Primera edición, 2008 || psm11: ¡Segunda edición, 2009'cilo escolar 2009-2010 || psm11: D.R. € secretaría de Educación Pública, 2008 || psm11: ISBN 978-607-469-108-5 || psm12: dela Subsecretaria de Educación Básica, Secretaría de Educación Pública || psm12: Subsecretaría de Educación Básica || psm12: Adriana Corona Vargas || psm12: Heriberto Rodriguez || psm12: Primera edición, 2008 || psm12: ¡Segunda edición, 2009'cilo escolar 2009-2010 || psm12: D.R. € secretaría de Educación Pública, 2008 || psm12: ISBN 978-607-469-108-5"
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,5,5,c93ac55694409622d08d2ee2c2903b3d2cf6759af30975666358b3a0c67f7f6d,35454,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,6,6,e522485d783a8086d9155dd4cb97eef5f383d69200af5f2376f9963bf11c1569,57038,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,7,7,334df2b1c011af0aeea2a30637e2387b5f00d63a536c87c41295ad3f5a6bac5b,39641,1,6;3;4;11;12,1,,,,,,psm6: Secretaría de Educación Pública || psm3: Secretaría de Educación Pública || psm4: Secretaría de Educación Pública || psm11: Secretaría de Educación Pública || psm12: Secretaría de Educación Pública
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,8,8,7371d8acdfdefd70d83c1997ded4f6ed392b8ecfc1fa46124737ea2e6ba24bdc,23546,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,9,9,327eff58aba1cf823192dd161e16e6b578ebb4b6420b6c6422e78810dff10178,29829,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,10,10,6e381e3b8c47bb74c4a51c4c3cbcecf697a2a9f8c70ded514b283d5ced8ae01d,45486,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,11,11,5cb78836d19bf7765f9c6a2eaeb007aeafdff7d9d532c6f9b6b1d43d8f1461f1,76113,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,12,12,b11821d9427b86b61e297b4695a7b346fcd742d2fc92f2c73e72e4f438341cc9,83254,1,6;3;4;11;12,1,,,,,,"psm6: Do, DR 5.00 ) Je EN"
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,1,0,62a922d5ac2f28667e295ce1393fa42533e9a27ed6d9cffc6876c693e0940209,44361,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,2,2,1c00dc7ad9443038e26b53b9bab48411cc3908eff89e14d8d1683e311d2ab24a,80132,1,6;3;4;11;12,1,978-968-011-734-5,1962;2008;2009,2008-2009,first_edition:2008,,"psm6: de la Subsecretaría de Educación Básica, Secretaría de Educación Pública. || psm6: Subsecretaría de Educación Básica || psm6: María Edith Bernáldez Reyes Subsecretaría de Educación Básica || psm6: del Distrito Fedra Insttuto Federal de Acceso la Información: || psm6: Primera edición, 2008 (co escolar 2008-2009) Desarollo Sustentable bin las defines desu campo. El nto || psm6: D.R.O Secretaría de Educación Pública, 2008. federal Eetradesaralóls contenidos de palpación ciudadana y || psm6: ISBN: 978-968-01-1734-5 || psm3: de la Subsecretaría de Educación Básica, Secretaría de Educación Pública. || psm3: Secretaria de Educación Pública || psm3: Subsecretaría de Educación Básica || psm3: Adriana Corona Vargas || psm3: Primera edición, 2008 (cido escolar 2008-2009) || psm3: D.R.O Secretaría de Educación Pública, 2008. || psm3: ISBN: 978-968-01-1734:5 || psm4: de la Subsecretaría de Educación Básica, Secretaría de Educación Pública. || psm4: Secretaria de Educación Pública || psm4: Subsecretaría de Educación Básica || psm4: María Edith Bernáldez Reyes Subsecretaría de Educación Básica || psm4: Adriana Corona Vargas Prevenis a Discriminación; Confederación de Cámaras Industriales, || psm4: Primera edición, 2008 (ciclo escolar 2008-2009) Desarrollo Sustentable brincó las deficones de su campo. El Istituto || psm4: D.R.O Secretaría de Educación Pública, 2008. Federal Electoral desarrollos contenidos de partipación ciudadana y || psm4: ISBN: 978-968-01-1734:5 || psm11: de la Subsecretaría de Educación Básica, Secretaría de Educación Pública. || psm11: Secretaria de Educación Pública || psm11: Subsecretaría de Educación Básica || psm11: Adriana Corona Vargas || psm11: Primera edición, 2008 (ciclo escolar 2008-2009) || psm11: D.R.O Secretaría de Educación Pública, 2008. || psm11: ISBN: 978-968-01-1734:5 || psm12: de la Subsecretaría de Educación Básica, Secretaría de Educación Pública. || psm12: Secretaria de Educación Pública || psm12: Subsecretaría de Educación Básica || psm12: Adriana Corona Vargas || psm12: Primera edición, 2008 (ciclo escolar 2008-2009) || psm12: D.R.O Secretaría de Educación Pública, 2008. || psm12: ISBN: 978-968-01-1734:5"
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,3,3,050e8340191b696a290df8ddad157f705e39a7318f63d9944031fc9d0307d591,69179,1,6;3;4;11;12,1,,,,,,"psm6: Asistente: Alejandro Cruz López. Esperamos contar con nuevas sugerencias una vez que ls bros estén || psm6: Lorena Becerra Medina la Secretaría de Educación Pública, Consejo Nacional para la Cultura y || psm6: Alejandro Carcaño Lima. || psm3: Asistente: Alejandro Cruz López. || psm3: Alejandro Carcaño Lima. || psm3: la Secretaría de Educación Pública, Consejo Nacional para la Cultura y || psm4: Asistente: Alejandro Cruz López. Esperamos contar con nuevas sugerencias una vez que ls bros estén || psm4: Lorena Becerra Medina la Secretaría de Educación Pública, Consejo Nacional para la Cultura y || psm4: Alejandro Carcaño Lima. || psm11: Asistente: Alejandro Cruz López. || psm11: la Secretaría de Educación Pública, Consejo Nacional para la Cultura y || psm11: Alejandro Carcaño Lima. || psm12: Asistente: Alejandro Cruz López. || psm12: la Secretaría de Educación Pública, Consejo Nacional para la Cultura y || psm12: Alejandro Carcaño Lima."
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,4,4,5364b331ce21722e735f94f3a4dc2d9be4ab600c90592cf9296d629f180fc7d9,52353,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,5,5,52bbc8b89d4f66cd9a887ab305e3dfb93824e9db9741298af3a14bbc71954e90,51690,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,6,6,ea29f485c8aa9cca4bd8f811645349fa4127a30e2b1983014fd92b91d0d8d633,87196,1,6;3;4;11;12,1,,2008;2009,2008-2009,,,"psm6: AS dela Secretaría de Educación Pública, el Gobierno de la República || psm6: -pone en manos de alumnos, maestros y padres de familia una serie de || psm6: día se ve enriquecida por alumnos, docentes, directivos escolares y padres de || psm6: Resulta en especial relevante que, en el ciclo escolar 2008-2009, se recabará || psm6: adecuaciones que resulten pertinentes para el siguiente ciclo escolar y así en || psm6: Secretaría de Educación Pública || psm3: través de la Secretaría de Educación Pública, el Gobierno de la República || psm3: -pone en manos de alumnos, maestros y padres de familia una serie de || psm3: día se ve enriquecida por alumnos, docentes, directivos escolares y padres de || psm3: Resulta en especial relevante que, en el ciclo escolar 2008-2009, se recabará || psm3: adecuaciones que resulten pertinentes para el siguiente ciclo escolar y así en || psm3: Secretaría de Educación Pública || psm4: través de la Secretaría de Educación Pública, el Gobierno de la República || psm4: -pone en manos de alumnos, maestros y padres de familia una serie de || psm4: día se ve enriquecida por alumnos, docentes, directivos escolares y padres de || psm4: Resulta en especial relevante que, en el ciclo escolar 2008-2009, se recabará || psm4: adecuaciones que resulten pertinentes para el siguiente ciclo escolar y así en || psm4: Secretaría de Educación Pública || psm11: través de la Secretaría de Educación Pública, el Gobierno de la República || psm11: -pone en manos de alumnos, maestros y padres de familia una serie de || psm11: día se ve enriquecida por alumnos, docentes, directivos escolares y padres de || psm11: Resulta en especial relevante que, en el ciclo escolar 2008-2009, se recabará || psm11: adecuaciones que resulten pertinentes para el siguiente ciclo escolar y así en || psm11: Secretaría de Educación Pública || psm12: través de la Secretaría de Educación Pública, el Gobierno de la República || psm12: -pone en manos de alumnos, maestros y padres de familia una serie de || psm12: día se ve enriquecida por alumnos, docentes, directivos escolares y padres de || psm12: Resulta en especial relevante que, en el ciclo escolar 2008-2009, se recabará || psm12: adecuaciones que resulten pertinentes para el siguiente ciclo escolar y así en || psm12: Secretaría de Educación Pública"
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,7,7,f1da53792c732927e69ba28aac7d23dfc7da71334429ca91cc1d3393979a534d,67526,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,8,8,ae6f86a4014ecfe1063b8d6deaacc786a033a8a11ac7341ed0dd583d75885818,77782,1,6;3;4;11;12,1,,,,,,psm6: Y LA PRÁCTICA PODRÁS:
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,9,9,643e5f69acb229d42a33d2b9138845e12820bd748757cfe826009ea29afaabae,65399,1,6;3;4;11;12,1,,,,,,"psm6: tros abuelos, padres, hermanos, tíos y primos mayores que || psm6: | 0 Las madres || psm3: tros abuelos, padres, hermanos, tíos y primos mayores que || psm4: tros abuelos, padres, hermanos, tíos y primos mayores que || psm11: tros abuelos, padres, hermanos, tíos y primos mayores que || psm12: tros abuelos, padres, hermanos, tíos y primos mayores que || psm12: Las madres"
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,10,10,40a795c79e933ca2a838e6a6455d827274c27a68299551c50ca33aa401714f25,65362,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,11,11,5458699fdb57cb23080eb4eea4ff98591256787b662c86e3b5f791e2bfd44d02,73900,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,12,12,d28a7c22e58ea73c4b3ec2b0b20a213ca9625f890e14f068816e3ed38388bf25,69273,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI258,2008,2,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,1,0,dc830a16c62e6c1bc379c6c68ed228fd770c8b8d5fd62b848e78bdbd7d3cfbbf,45893,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI258,2008,2,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,2,2,f58bda2fab141f42b926eb475da7629f46454de2e1c600fd9451f491d0e65528,20637,1,6,0,,,,,,
LTMD_U1_W7_ADMITTED_BIBLIOGRAPHIC_FINGERPRINTS_0.1,H2008P2CI258,2008,2,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,3,3,4a41d4a77969759fa3e2f78c136f21f2ae90bf2a9f1671ebecd5549c4c6d2e26,27507,1,6,0,,,,,,
