audit_version,source_viewer_key,source_book_id,source_generation,source_grade_code,source_target_page,source_anchor_count,candidate_viewer_count,accepted_alignment_count,decision
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,173,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,174,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,175,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,176,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,177,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,178,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,179,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,180,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,181,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,182,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,183,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,184,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,185,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,186,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,187,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,188,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,189,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,190,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,191,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,192,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,193,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,194,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,195,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,196,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,197,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,198,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,199,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,200,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,201,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,202,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,203,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,204,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,205,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,206,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,207,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,208,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,209,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,210,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,211,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,212,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,213,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,214,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,215,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,216,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,217,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,218,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,219,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,220,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,221,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,222,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,223,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,224,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P3DMA,U1-H2018P3DMA,2018,3,225,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,1,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,2,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,3,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,4,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,5,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,6,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,7,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,8,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,9,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,10,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,11,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,12,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,13,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,14,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,15,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,16,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,17,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,18,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,19,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,20,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,21,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,22,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,23,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,24,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,25,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,26,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,27,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,28,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,29,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,30,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,31,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,32,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,33,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,34,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,35,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,36,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,37,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,38,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,39,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,40,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,41,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,42,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,43,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,44,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,45,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,46,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,47,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,48,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,49,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,50,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,51,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,52,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,53,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,54,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,55,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,56,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,57,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,58,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,59,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,60,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,61,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,62,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,63,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,64,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,65,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,66,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,67,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,68,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,69,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,70,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,71,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,72,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,73,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,74,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,75,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,76,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,77,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,78,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,79,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,80,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,81,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,82,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,83,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,84,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,85,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,86,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,87,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,88,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,89,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,90,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,91,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,92,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,93,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,94,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,95,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,96,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,97,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,98,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,99,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,100,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,101,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,102,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,103,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,104,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,105,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,106,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,107,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,108,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,109,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,110,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,111,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,112,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,113,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,114,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,115,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,116,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,117,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,118,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,119,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,120,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,121,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,122,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,123,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,124,0,2,0,insufficient_source_anchors
LTMD_U1_W2_MATH_INTERNAL_RECOVERY_0.1,H2018P4DMA,U1-H2018P4DMA,2018,4,125,0,2,0,insufficient_source_anchors
